Item Number,Old product code,LOCAL ITEM NAME TRANSLATION,UPC Code,Primary Units Type
2018140,15546,LED lampa Tefcold UF200G,2000920181405,Gabals
2018141,12707,"Rokturis, pelēks Tefcold UF200G",2000920181412,Gabals
2018142,12966,Augšējā durvju enģe Tefcold UF200G,2000920181429,Gabals
2018143,12743,Apakšējā durvju enģe Tefcold UF200G,2000920181436,Gabals
2018144,13318,Ventilators Tefcold UF200G,2000920181443,Gabals
2018145,13736,Slēdzis lampai Tefcold UF200G,2000920181450,Gabals
2018146,37839,LED Power supply MD1002/MD1402/MD1902,2000920181467,Gabals
2018147,3445171,Kontrolieris DIXELL XR02CX,2000920181474,Gabals
2018148,T18.000.001,Sponges (pg 80) L89xW127mm green 9650N,2000920181481,Gabals
2018149,38033160001,Belt housing Compl. D35 M6,2000920181498,Gabals
2018150,56360720000,Grooved ball bearing 12x28x8 DIN625,2000920181504,Gabals
2018151,65483007010,Light sensor assembled,2000920181511,Gabals
2018154,01517317,Follet E7CI100A-IW-NF-ST-RD ledus ģenerātors,2000920181542,Gabals
2018155,LEM250428,Palīgmateriāli,2000920181559,Gabals
2018156,SK,Cold unit SK 0.6kW R290,2000920181566,Gabals
2018157,CER022,Garbin enģe,2000920181573,Gabals
2018158,FP215026,VFCB - Tap O-ring (AV09027),2000000325712,Gabals
2018159,FP215188,GEN 2 UF1 Valve clutch,2000920181597,Gabals
2018160,177155,"Shield discharge, no audit (177155)",2000920181603,Piece
2018161,446189234,Palīgmateriāli,2000920181610,Gabals
2018162,445461096,Palīgmateriāli,2000920181627,Gabals
2018163,500550845,"Līmlente, caursp. 1.5x19mm",2000920181634,Gabals
2018164,EE8S.2RS.KOYO,Gultnis EE8S.2RS.KOYO,2000920181641,Gabals
2018165,NP(G) 165 1300x2050,NP(G) 165 1300x2050 rāmis,2000920181658,Gabals
2018166,VD68 1300x2050,VD68 1300x2050 DCS K NP(U) 80 Durvis,2000920181665,Gabals
2018169,120x120,120x120 L1300 AISI430 2mm Profils,2000920181696,Gabals
2018175,LM42A166,LM-42 Key switch for foot switch,2000920181757,Piece
2018176,59174586,KIT- Waveguide&MAG (59174586),2000920181764,Piece
2018177,SB10,6'' (152mm) x12'' Non-Stick basket,2000920181771,Piece
2018178,1090113,ACTI-9 Lite automāts K60N C1P 6A,2000920181788,Piece
2018179,446146694,Palīgmateriāli,2000920181795,Piece
2018180,212701,Iztvaikotājs Sydney2 90 vent. VCB-25,2000920181801,Piece
2018181,560.0002.342,Angel Connection D.8,2000920181818,Piece
2018182,501815530,Savienojums Veļas/tr. mašīnai M145EU,2000920181825,Piece
2018183,446215591,Palīgmateriāli,2000920181832,Piece
2018184,SC79312910,Spray system Scotsman,2000920181849,Piece
2018185,SC06052900,Spray cover kit-neutral Scotsman,2000920181856,Piece
2018186,SCSC99600200-01,BIN Door Scotsman (SCSC99600200-01),2000920181863,Piece
2018187,P02.43597,Blīvgumija 18x28x7.5 Frigomat King,2000920181870,Piece
2018188,P22.43492,Shim Frigomat King,2000920181887,Piece
2018189,40H0249,Rotējošais disks,2000920181894,Gabals
2018190,PSB203,E2S cooling fan,2000920181900,Gabals
2018191,501716647,Blīve 001310907 Speroni,2000920181917,Gabals
2018192,OLP613813,Palīgmateriāli,2000920181924,Gabals
2018194,2270767,Releja vads,2000920181948,Gabals
2018195,2270764,Relejs 12V SCB-1-M1240 40A,2000920181955,Gabals
2018196,D1-LL,Dubultā vakuuma iepakošanas iekārta Henkovac D1,2000920181962,Gabals
2018199,2087219,Evaporator top frame assy,2000000327495,Gabals
2018200,725.131.843,Termostats EVCO EV3B54Z9PXRB01 230V,2000000285801,Gabals
2018201,OLM430881,Palīgmateriāli,2000920182013,Gabals
2018202,446320649,Palīgmateriāli,2000920182020,Gabals
2018203,1517095,Durvju blīvgumija Schott L=2000,2000920182037,Piece
2018204,LLV334625,Palīgmateriāli,2000920182044,Gabals
2018205,8711500639462,Fluorescences spuldze T5 Master HE/G5 Philips 28W/2900lm 3000K,2000920182051,Gabals
2018206,15JWBA,6V 3Ah baterija Dini Argeo,2000920182068,Gabals
2018207,3449363,Drain hose nipple DN32x26 8.5,2000920182075,Gabals
2018208,3445558,Kontrolieris EVCO EV3412M3,2000920182082,Gabals
2018209,5047018,Lip Seal U08050 NBR,2000920182099,Gabals
2018210,3501072,Stainless steel rinse jet M5x1,2000920182105,Gabals
2018211,3355170,Sildelements 89300/9000/10100W,2000000140971,Gabals
2018212,3001007,Piezo igniter (3001007),2000920182129,Gabals
2018213,3001036,Ignition lead 700,2000920182136,Gabals
2018214,3390135,Ice level control sensor,2000920182143,Gabals
2018215,5011908,Iztvaikotājs,2000920182150,Gabals
2018216,3455447,Sheathed heating element RSV-500 1900W,2000920182167,Gabals
2018217,5501312,Nut 1''1/4 Brass,2000920182174,Gabals
2018218,015014625,Rokturis Bartscher sulu spiedei,2000920182181,Gabals
2018220,38010524004,Grinder GSP 330cpl. 18/25 Low,2000920182204,Gabals
2018221,TC-40x62x7,Blīvslēgs TC-40x62x7 TTO,2000920182211,Gabals
2018222,6206.2RS.C3,Gultnis 6206.2RS.C3 KOYO,2000920182228,Gabals
2018223,090B0655,"Standard grid set, SS front 45mm/90mm",2000920182235,Gabals
2018224,2125.015.0008,Threaded pin Foodlogistik,2000920182242,Gabals
2018225,15417,Jura WE6 Piano Black kafijas automāts,2000920182259,Gabals
2018226,3102308,Motora ventilatora spārniņi,2000000137209,Gabals
2018227,7281291/MO,Metal cam motor Winterhalter,2000920182273,Gabals
2018228,7030713/MO,Mikroslēdzis Winterhalter Tapworks,2000920182280,Gabals
2018229,30014194,Kit bushing Winterhalter,2000920182297,Gabals
2018230,30017049,Kit tank heating element,2000920182303,Gabals
2018231,30014176,Blīvgumija 34x6.0,2000920182310,Gabals
2018232,61009496,Upper locking ring (61009496),2000920182327,Gabals
2018233,TEK-FR010134,Tool gear for TK60,2000920182334,Gabals
2018234,TEK-TT010110,Inner toother wheel for TK60,2000920182341,Gabals
2018235,5SM41374,"Screw, Mainca",2000920182358,Gabals
2018236,6ARDUBO08,"Washer, Mainca",2000920182365,Gabals
2018237,A343970,CEE kabeļu spraudnis 16A 5P 400V IP44 6h PCE,2000920182372,Piece
2018238,A343973,CEE Rozete v/a 16A 5P 400V IP44 6h PCE,2000920182389,Piece
2018239,A801359,"Spraudnis Schuko 250V, 16A IP54, 3x2.5mm ar gumijas vāciņu",2000920182396,Piece
2018240,A801360,"Rozete Schuko 250V, 16A IP54, 3x2.5mm ar gumijas vāciņu",2000920182402,Piece
2018241,A341993,CEE kombinētā rozete v/a 16A 5P 400V 6h + Schuko 16A 230V,2000920182419,Piece
2018242,A342421,Kabeļu savilce 4.8/280 Ba (100Gab=x1),2000000194561,Piece
2018244,SC06071120,PC Board kit - 230/50/1,2000920182440,Piece
2018246,3122496,Sūknis Shurflo 8095-911-269,2000920182464,Piece
2018247,60560207302,Motor mounted till serial no. 11541383,2000920182471,Piece
2018248,60567010156,PCBAP Drive DSP A550/A6XX,2000920182488,Piece
2018249,65620126200,Roll Assembled,2000920182495,Piece
2018250,65510155100,Gear wheel 28,2000920182501,Piece
2018251,65480176201,Coil rewinder 104,2000920182518,Piece
2018252,50009950000,"Toothed belt 6 T2, 5x230",2000920182525,Piece
2018253,38004214000,Toothed belt 6T2.5x600 Bando,2000920182532,Piece
2018254,65510326700,"Roller, compl.",2000920182549,Piece
2018255,38027105000,Driving roll 104,2000920182556,Piece
2018256,38011816001,Bush,2000920182563,Piece
2018257,50005001000,Plain bearing 8x10x12,2000920182570,Piece
2018258,65480166400,Felt washer 13x5x1,2000920182587,Piece
2018259,N-AT,"Termoriteņi D.80, melns viengabala, kravnesība 100kg",2000920182594,Gabals
2018260,CABLE-703/5,Barošanas kabelis 5m,2000920182600,Piece
2018261,DC/SEC-5.5/2.1,Izolēta barošanas ligzda 5.5x2.1mm kabelis,2000920182617,Piece
2018262,GST25A24-P1J,"Impulsu barošanas bloks, 24V 1.04A",2000920182624,Piece
2018263,1106632,Veļas mašīnas ūdens pievads ar misiņa vītnēm 200cm,2000920182631,Piece
2018264,1106631,Veļas mašīnas ūdens pievads ar misiņa vītnēm 150cm,2000920182648,Piece
2018265,25x400x500,"Virsma no plastmasas PE500 naturāla, 25x400x500mm (ar rādusiem stūros)",2000920182655,Piece
2018266,25x400x500,"Kājiņu sagataves no plastmasas PE500 naturāla, 25x400x500mm",2000920182662,Piece
2018267,25x60x500,"Kājiņu sagataves no plastmasas PE500 naturāla, 25x60x500mm",2000920182679,Piece
2018268,25x350x500,Dēļi no plastmasas PE500 naturāla biez 25x350x500 ( Stūri ar rādiusu),2000920182686,Piece
2018269,20x70x500,Dēļi no plastmasas PE500 naturāla biez 20x70x500 (Kājiņas),2000920182693,Piece
2018270,02941498,Wheel trailer D.15mm Arneg,2000920182709,Piece
2018271,02941497,End cap. ALU-profile door V2 Arneg,2000920182716,Piece
2018272,9010104,AL profile roller rail door 1675,2000920182723,Piece
2018273,9007804,AL profile roller rail door 2500,2000920182730,Piece
2018274,LM42A152,LM-42A Aizsarggumija pogām,2000000087825,Piece
2018275,LM42A153,LM-42A Start poga,2000920182754,Piece
2018276,LM42A154,LM-42A Stop poga,2000920182761,Piece
2018277,LM42A151,LM-42A Emergency poga,2000920182778,Piece
2018278,100341,Insulating washer 200/130x2mm,2000920182785,Piece
2018279,330735,"Guide bushing for ESK 300STL 65x18, kit",2000920182792,Piece
2018280,108127,Oil-seal ring 45x65x8 SL NIF,2000920182808,Piece
2018283,3303432400187,"Pārslēdzis v/a, Cedar IP44 Balts",2000920182839,Piece
2018284,8030346,"Līmeņa kontroles relejs RM22-L 24,240VAC/DC",2000920182846,Piece
2018285,IMA072105,Palīgmateriāli,2000920182853,Piece
2018286,R290 0.37,Propāna balons R290-0.37kg,2000920182860,Piece
2018287,LV100HVLP46,Hidraulikas eļļa HLP 46,2000920182877,Liiter
2018288,500559577,"Profils D, Balts 9X7 25m",2000920182884,Piece
2018290,YZF25-40-18/26,Elektromotors 230V/50Hz 25W,2000920182907,Piece
2018291,R023-328,"Skortēšana, pirmsapstrāde, pulverkrāsošana, RAL9005, matēts",2000920182914,Gabals
2018292,A217553,Motorautomāts MS116-2.5 M.st 1.6-2.5A,2000920182921,Piece
2018293,A283929,"Papildkontakts MS116, MS132 no sāniem",2000920182938,Piece
2018294,3610277,"MS116-4, motorstarts 2-5-4.0A",2000920182945,Piece
2018295,65004151,Gumijas caurule Winterhalter,2000000064758,Piece
2018296,16101.ZZ.GPZ,Gultnis 16101.ZZ.GPZ,2000920182969,Piece
2018297,61801.2RS CT,Gultnis 61801.2RS CT,2000920182976,Piece
2018298,4020166,Handy NT galds ar izlietni un durvīm 1050x700x900,2000920182983,Gabals
2018299,4020167,Handy CST-12-101 aukstais galds 1200x700x890,2000920182990,Gabals
2018300,4020266,Handy NT galds ar durvīm un plauktiem 1200x720x900,2000920183003,Gabals
2018301,3236106,Kontrolieris XCM25D PCN 3236106,2000920183010,Piece
2018302,MB10S,5.5'' (139mm) x5.5'' Non-Stick basket,2000920183027,Piece
2018304,102545,Pildcaurule (Raga pildījums) A22x500,2000920183041,Piece
2018305,102371,Bremžu komplekts A22,2000920183058,Piece
2018306,DW88106,Sūknis HP2.7 220/380-400V/50HZ,2000920183065,Piece
2018307,087728,FM Beater-Auger Taylor,2000920183072,Piece
2018308,087733,FM Beater-2-Liter Taylor,2000920183089,Piece
2018309,087734,FM Seal-Beater-Drive shaft,2000920183096,Piece
2018310,087741,FM Valve-Draw,2000920183102,Piece
2018311,087748,FM Nut-Stud-Door,2000920183119,Piece
2018312,0117003,Sildelementu turētājs,2000000064819,Piece
2018313,7368108/MO,Vāciņš plastmasas Winterhalter,2000920183133,Piece
2018314,1021756,Frymaster Control CM3.5 ELC FV CM CE,2000920183140,Gabals
2018315,7188871,Kontrolieris EVCO EV3411M7,2000920183157,Gabals
2018316,5138863,Drenāžas šļauka D.40x2000mm,2000920183164,Gabals
2018317,5976089,SOUL 2 Kreisās puses mizas izstūmējs,2000920183171,Gabals
2018318,BKN043445,Palīgmateriāli,2000920183188,Gabals
2018319,181008,Līkums 1-pusējs 42mm/45',2000920183195,Piece
2018320,181007,Līkums 1-pusējs 35mm/45',2000920183201,Piece
2018321,446541229,Palīgmateriāli,2000920183218,Gabals
2018322,386601-03,Gultņu komplekts,2000920183225,Gabals
2018323,MAS0352515R5,ELDON Sadalne 350x250x155mm + mont. plate IP66,2000920183232,Gabals
2018324,250042,"Kabeļu blīvslēgs ar uzgriezni,, M16 (5-10mm), IP68",2000920183249,Gabals
2018325,LEM251667,Palīgmateriāli,2000920183256,Gabals
2018326,KE/MI/2F/6A,"Rocker tipa slēdzis ON-OFF, fiksējošs, 2kont. 6A/250Vac, melns",2000920183263,Gabals
2018327,0CA677,"Atspere grila vākam, Electrolux",2000920183270,Gabals
2018328,0CBAWD,"Kit Flex system HSPE, Electrolux",2000920183287,Gabals
2018329,0D4024,"Silikona aizsargs stiklam, Electrolux grilam",2000920183294,Gabals
2018330,499003,Sūknis MIGEL 100W 230V 50Hz,2000920183300,Gabals
2018331,PT00009082,"Silikona caurule D. out 14mm, In 8mm",2000920183317,Gabals
2018332,504975,Ventilatora motors 230V 50Hz,2000920183324,Gabals
2018333,PT00007451,Sensor A.-EVCC602W/ Bracket,2000920183331,Gabals
2018334,AS137377,Ūdens filtrs 3M PB195BN-E sērija,2000920183348,Gabals
2018335,S0106548,"Bar, Elframo",2000920183355,Gabals
2018336,4011097668482,"Aerators Softjet hansgrohe, 24mm ārējā vītne",2000920183362,Gabals
2018337,DAFD1116A,16W elektromotors,2000920183379,Gabals
2018338,1710050,Kondensators 450V 1.5uF+GRD,2000920183386,Gabals
2018339,GD162,NT atdure T37 33.7x2.0 EN,2000920183393,Gabals
2018340,11100030,NT caurule EN1.4307/304L 33.7x2.0,2000920183409,Gabals
2018341,DRE654824,Palīgmateriāli,2000920183416,Gabals
2018342,2DES3,Kompresors 2DES-3Y-40S,2000920183423,Gabals
2018343,OLP616119,Palīgmateriāli,2000920183430,Gabals
2018344,SC62046224,PC board 230/50-60/1 Scotsman (SC62046224),2000920183447,Gabals
2018345,38011815001,Bush,2000920183454,Piece
2018346,50828480000,Protective plug 11.12249 PE-LD,2000920183461,Piece
2018347,57747210000,Skrūve DIN7984 M5x12-8.8,2000000106151,Piece
2018348,00120001105,Paplāksne 6.5,2000920183485,Piece
2018349,75566050000,Spring lock washer DIN128-A5-FST,2000920183492,Piece
2018350,60380105101,Set screw,2000920183508,Piece
2018351,50001560000,Disc spring DIN2093 16x8.2x0.6,2000920183515,Piece
2018352,56008200000,Press-in- threaded stud M4x12 A2,2000920183522,Piece
2018353,38083313000,Shock absorber 38x24.5x25,2000920183539,Piece
2018354,XPZ710,Ķīļsiksna XPZ710 Contitech,2000920183546,Piece
2018355,446567257,Palīgmateriāli,2000920183553,Piece
2018356,446569923,Palīgmateriāli,2000920183560,Piece
2018357,40.03.378P,"Ventilatora motors SCC WE, CM P 61/101/201 (40.03.378P)",2000920183577,Piece
2018358,50.00.799P,Rokas duša VCC 111-112-211-311,2000920183584,Piece
2018359,2050772,Blīve RL-valve 1-1/2'',2000920183591,Gabals
2018360,19300208,Pulējamais akmens D.48 H.8 F.8 Sirman PLD 300 automāts (19300208),2000920183607,Piece
2018361,OLS768082,Palīgmateriāli,2000920183614,Piece
2018362,446648769,Palīgmateriāli santehnikai,2000920183621,Piece
2018363,02741995,Front glass highL1249 Arneg (02741995),2000920183638,Piece
2018364,FSS000006,Nažu asināšana (Kutera nazis),2000920183645,Piece
2018365,KLJSQ8003TP,Aukstā vitrīna KLJ SQ 800 3TP,2000920183652,Gabals
2018366,KRA1029574,Palīgmateriāli,2000920183669,Piece
2018369,EL0508938,"T-Joint, Eloma",2000920183690,Piece
2018370,3122574,Drenāžas sūknis 100W 230V 50Hz,2000000168098,Piece
2018371,3526055,Service valve with hose L100 D.1/4'',2000920183713,Piece
2018372,3160194,Filter locking shaft 58mm,2000920183720,Piece
2018373,1390122U-pr,"Opera 900 Open vitrīna , Dense Black",2000920183737,Gabals
2018374,KRA1029770,Palīgmateriāli,2000920183744,Piece
2018375,OLM433195,Palīgmateriāli,2000920183751,Piece
2018376,HLD600,"Labratory scale, 600g capacity, 0.1g divison + calibration service",2000920183768,Gabals
2018377,446669212,Palīgmateriāli,2000920183775,Piece
2018378,THM2023/117,Bronzas uzgriežņa izgatavošana,2000920183782,Piece
2018379,COOLP400SI,CPU termopasta sudraba līdz 300'C,2000920183799,Piece
2018380,HTC10S,"Silikona termopasta 10ml, 0.9W/mK",2000920183805,Piece
2018381,NTC10K-50x6,Temperatūras sensors NTC 10kom garums 1.5M,2000920183812,Piece
2018382,W4-40003,Sildelements 180mm 1500W 8mm,2000920183829,Piece
2018383,W4-41179/CAN,Plīts slēdzis 91204784 5+0 EGO,2000920183836,Piece
2018384,4167212S,Welded front panel for 1400LT cabinet,2000920183843,Piece
2018385,B99-0152E,Label for 1400LT cabinet E series,2000920183850,Piece
2018386,446715132,Palīgmateriāli,2000920183867,Piece
2018390,167117,Proximity switch 18-36V DC,2000920183904,Gabals
2018391,EL0565377,Gaisa padeves vārsts,2000000116273,Gabals
2018392,60274600500,Round nut,2000000204079,Gabals
2018393,38026779000,Guide roller (38026779000),2000920183935,Gabals
2018394,65625902102,LPB SRAM atmiņas karte GLP printerim (65625902102),2000000061948,Gabals
2018395,65520600501,Motor GR42x40-40V/PLG52RE30,2000920183959,Gabals
2018396,5184387,Foot rubber SBR M8,2000920183966,Gabals
2018397,5047928,Cylinder for handle CSI (5047928),2000920183973,Gabals
2018398,2111980,Kontrolieris DIXELL AS001AA0,2000920183980,Gabals
2018399,DR0042,Temperatūras devējs,2000920183997,Gabals
2018400,60830207101,Gear wheel preassembled,2000920184000,Gabals
2018401,2088262,"Display control, PCB",2000920184017,Gabals
2018403,501603867,Šļūtene veļas mazg. mašīnai 70-200cm,2000920184031,Piece
2018404,Q877084,Celiņsiksna TB2 330x8 Sirman,2000920184048,Piece
2018423,567.0000.008,Descaler for coffee machines 0.7L,2000920184239,Piece
2018424,OLM432786,Palīgmateriāli,2000920184246,Piece
2018430,357130,Lamp socket E27 250V,2000920184307,Piece
2018431,375488,"Termostats 175'C, 40-170C'",2000920184314,Piece
2018432,375767,Termostats izslēg. T' 170C' 16A,2000920184321,Piece
2018433,LF1120253,"Solenoīda vārsts, 5934",2000920184338,Piece
2018434,1020869,Jura E6 Piano White kafijas automāts,2000920184345,Gabals
2018435,1020870,Jura E6 Piano Platinium kafijas automāts,2000920184352,Gabals
2018436,IND231684,Plastmasa PC Colorado bronza 6x550x850mm,2000920184369,Piece
2018437,IND231684,Plastmasa PC Makrolife biez 3x565x1520mm,2000920184376,Piece
2018438,718.396.848,"Splash guard for blender, counter top",2000920184383,Piece
2018439,2707044,Blīvgumija 11x3,2000920184390,Piece
2018440,9262045,"Cover lamp, sst.",2000920184406,Piece
2018441,9261170s,"Lamp holder, porcelain 62050",2000920184413,Piece
2018442,5PC43750,Mincing head PC82,2000920184420,Piece
2018443,5PM43584,Pin for mincing head PC82,2000920184437,Piece
2018444,5PT41102,PM-82 cotter pin screw,2000920184444,Piece
2018445,SC65067406,Optiskais ledus līmeņa devējs,2000920184451,Piece
2018446,SC66093303,Ice Chute,2000920184468,Piece
2018447,0CB118,Spring adjustment,2000920184475,Piece
2018448,3102396,Flange end shield,2000000236834,Piece
2018449,A19.43606,"Cream flower, Type A",2000920184499,Piece
2018450,B66.44221,Machined King rotor,2000920184505,Piece
2018451,P13.43395,Cover-Hopper Frigomat,2000920184512,Piece
2018452,3182009,"Magnetic unit, PEL big head",2000920184529,Piece
2018453,3440047,Termoelements M8X1 750mm,2000000130316,Piece
2018454,101887,"Spray valve head, pre-rinse unit Encore (101887)",2000920184543,Piece
2018455,2086807,"Encore, compression valve, cold (2086807)",2000920184550,Piece
2018456,719.391.148,Skimming wheel for extracting grease,2000920184567,Piece
2018457,2093706,"Blīvgumija, 1gumija=1",2000920184574,Piece
2018458,PC5.240.07S,"Lamp, fluorescent tube (PC5.240.07S)",2000920184581,Piece
2018459,5173964,Ugolini MT Drip tray,2000920184598,Piece
2018460,3240490,Motors Elco 3FBT- 50-40/15,2000920184604,Piece
2018461,3340174,Motors EBM W1G200-EC87-20,2000000278353,Piece
2018463,38016523010,Gaismas barjera GLPmaxx,2000920184635,Piece
2018464,Q32-16124UL,Iztvaikotājs STFT16124 UL,2000920184642,Piece
2018468,IN2310161,Inverter ATV12,2000920184680,Gabals
2018470,90259883,Palīgmateriāli darbam,2000920184703,Gabals
2018471,30087370,RCE 021 sildelements (8-12),2000920184710,Gabals
2018472,068Z3713,"TE 2s/R407F, -40 - +10",2000920184727,Gabals
2018473,TR,Balons 12.5kg,2000920184734,Piece
2018474,446995900,Palīgmateriāli,2000920184741,Gabals
2018475,nm03327,Detaļas NT S1.0 AISI304 perforētas,2000920184758,Gabals
2018476,EBM25/1,Ventilatora dzinējs 25W EBM (EBM25/1),2000920184765,Gabals
2018477,HD500/RimiValmiera,Virsma no plastmasas PE 500  20x400x600mm nat.,2000920184772,Gabals
2018479,446970088,Palīgmateriāli,2000920184796,Gabals
2018480,NT6230U,Kompresors NT6230U,2000920184802,Gabals
2018481,Walter270-0075,"Ieskrūvējams stiprinājums, kompl 10gab.",2000920184819,Gabals
2018482,504.0636.935,A400 MS EC/FCS4060 kafijas automāts,2000920184826,Gabals
2018483,550.0591.183,Franke KE200 EC ledusskapis kafijas autom.,2000920184833,Piece
2018484,0D7082,Kājiņu komplekts Electrolux Speelight (0D7082),2000920184840,Gabals
2018485,38076376000,Drive roll. Cpl. D35-130 (38076376000),2000920184857,Gabals
2018486,50004230000,Zāģlenta FK23 1760 kombi 6,2000000216881,Gabals
2018487,502122745,Gaismeklis Batten 14W/840 LED 1.2M+Jun,2000920184871,Piece
2018488,524017,Wash arm and rinse arm,2000920184888,Piece
2018489,LFD311024,Plīts virsmas rinķis D.180mm 2.0kW 230V,2000920184895,Piece
2018490,PT00007055,Kit A. Tune up C716 Simpl Pump (PT00007055),2000920184901,Gabals
2018491,294028,Kabeļu kurpe Cu 6M8 light,2000920184918,Gabals
2018492,BER571911,Palīgmateriāli,2000920184925,Gabals
2018493,M065,Ledus ģenerators Hoshizaki IM-45CNE-HC,2000920184932,Piece
2018494,P00018-01,Solenoīda vārsts Hoshizaki,2000920184949,Gabals
2018495,P00027-01,Thermistor KM-30A,2000920184956,Gabals
2018496,P011168,Radar CGS1-2G (P011168),2000920184963,Gabals
2018497,13460,Iztvaikotāja ventilators UR200-600/UR550,2000920184970,Gabals
2018498,439088,"Kūstošais drošinātājs 182'C, Sarkans (439088)",2000920184987,Gabals
2018499,439087,"Kūstošais drošinātājs 138'C, Zils (439087)",2000920184994,Gabals
2018500,439232,Fusible link A-PC-Style 260'C (439232),2000920185007,Gabals
2018501,550122,Oval Press-to-Crimp sleeve (550122),2000920185014,Gabals
2018502,024919,Stop Sleeve (024919),2000920185021,Gabals
2018503,024915,Break rod (024915),2000920185038,Gabals
2018504,077695,"Rubber Blow-off cap, Red (077695)",2000920185045,Gabals
2018505,LOGBOOK-R-102,Logbook-R-102 Ansul (LOGBOOK-R-102),2000920185052,Gabals
2018506,F-2011200,McDonalds Fire Supp. System Log Checklist (F-2011200),2000920185069,Gabals
2018507,SEALP1-62022,"Ansul authorized Service seal, Pink (SEALP1-62022)",2000920185076,Gabals
2018508,SEALB7-122022,"Ansul authorized Service seal, Dark Blue (SEALB7-122022)",2000920185083,Gabals
2018509,49242,Security pin + nut assembly range 6 (49242),2000920185090,Gabals
2018510,AC03-2100,Retigo KN16/HP 16KN kreisās puses durvis (AC03-2100),2000920185106,Gabals
2018511,AC03-2200,Retigo KN16/HP 16KN labās puses durvis (AC03-2200),2000000105802,Gabals
2018512,AC12-0500,Retigo HP Tvaika padeves caurule (AC12-0500),2000000129907,Gabals
2018513,AT32-0011,Retigo HP Bushing (AT32-0011),2000000129914,Gabals
2018514,AT32-0015,Retigo HP Hose 10x3.6-840 (AT32-0015),2000000129921,Gabals
2018515,AX00-0027,Retigo HP Seal proofer (AX00-0027),2000000108001,Gabals
2018516,EA13-0100,"Halogēna spuldze 20W, 12V 300'C Retigo (EA13-0100)",2000000114019,Gabals
2018518,119055,Groziņa ieliktnis smalkiem produktiem (119055),2000920185182,Gabals
2018519,P01771-02,Controller board KM-100A (P01771-02),2000920185199,Gabals
2018520,4A7077G01,Float switch assy (4A7077G01),2000920185205,Gabals
2018521,P01031-01,Water valve KM-100 (P01031-01),2000920185212,Gabals
2018523,447099785,Palīgmateriāli,2000920185236,Gabals
2018524,RED CALCIUM,Smēre Red Calcium grease 420ML (RED CALCIUM),2000920185243,Gabals
2018525,447138075,Palīgmateriāli,2000920185250,Gabals
2018526,447143161,Palīgmateriāli,2000920185267,Gabals
2018527,PT00007184,Board stepper motor C850 (PT00007184),2000920185274,Gabals
2018528,710839,Knife slicing thickness 4x4mm (710839),2000920185281,Gabals
2018529,542498,"Drain fitting overal, H43mm ID34mm 1 1/4'' (542498)",2000920185298,Gabals
2018530,524148,"O-ring EPDM, 3,53mm, ID40,86mm (524148)",2000920185304,Gabals
2018531,524149,"Nut, thread 1 1/4'' (524149)",2000920185311,Gabals
2018532,LF3490005,Probe Reed cable L700m (LF3490005),2000920185328,Gabals
2018533,102680,"Nut, thread M6x0.75 SEF 2 (102680)",2000920185335,Gabals
2018534,102120,Thermocouple with two conductors L750mm M6x0.75 (102120),2000920185342,Gabals
2018535,101357,Gas tap SABAF type 10 D.16mm (101357),2000920185359,Gabals
2018536,346368,Momentary rocker switch 30x22mm 2CO 250V 16A (346368),2000920185366,Gabals
2018537,PT00007449,KIT A-Probe-Thermistor IP68 (PT00007449),2000920185373,Gabals
2018538,507524,Flat filter H175mm L290mm W222mm (507524),2000920185380,Gabals
2018539,420400,Sildelements 9000W 230V (420400),2000920185397,Gabals
2018540,PT00005231,Lid gasket (PT00005231),2000920185403,Gabals
2018541,FP215204,GEN2 Bowl pressure board (FP215204),2000920185410,Gabals
2018542,FP215328,RD85a Power Supply 12vdc SMPSU (FP215328),2000920185427,Gabals
2018543,2092774,Water curtain (2092774),2000920185434,Gabals
2018544,719.383.343,"Glass, inside glass, door glazing ALFA43XE (719.383.343)",2000920185441,Gabals
2018545,2084068,Potenciometrs (2084068),2000920185458,Gabals
2018546,054.825,"Adapter, mixing connection, mixing pump, soft, red (054.825)",2000920185465,Gabals
2018547,S19.000.062,Kontaktors (S19.000.062),2000920185472,Gabals
2018548,690993,Walk in fridge catch Activ A door (690993),2000920185489,Gabals
2018550,5049446,Toothed knife assembly (5049446),2000920185502,Piece
2018551,5049446,Skaļrunis (5146436),2000920185519,Piece
2018552,3444494,Vienfāzes termostats 130-400'C (3444494),2000920185526,Piece
2018553,51527943,1466x646 Weatherstrip (51527943),2000920185533,Piece
2018555,94051098,Gaismeklis Cyclone P LED 43W/840 6030lm,2000920185557,Piece
2018556,65sha,"Monolītā neoprēna gumija 65ShA, melna biez 10x50mm (65Sha)",2000920185564,Meter
2018557,MT0213,Durvju blīvgumija ar magnētu aukstajam galdam 490x678mm (MT0213),2000920185571,Piece
2018558,447147599,Palīgmateriāli,2000920185588,Piece
2018559,92173,"Round knife for 2,3,4,5mm KUJ V (92173)",2000920185595,Piece
2018560,98653,Circular blade 7.5+9+10+12+15 KUJ V (98653),2000920185601,Piece
2018561,33416,Transversal knife 5-7.5mm KUJ (33416),2000920185618,Piece
2018562,33408,Transversal blade 10-12-15-20mm (33408),2000920185625,Piece
2018563,47771,Upper short belt GS18 (47771),2000920185632,Piece
2018564,47772,Lower long conveyor belt GS18 (47772),2000920185649,Piece
