Item Number,Old product code,LOCAL ITEM NAME TRANSLATION,UPC Code,Primary Units Type
2014019,HD500/BKDominaN,Virsma no plastmasas PE 500  30x300x500mm,2000920140198,Gabals
2014020,375789,Putekļu sūcējs rokas 14.,- None -,Gabals
2014021,PMKV1147470,Palīgmateriāli,2000920140211,Gabals
2014022,610836,Bartscher mikroviļņu krāsns 23L 900W,2000920140228,Gabals
2014023,MIM-300M,Gaļas mašīna MIM-300M,2000000211404,Gabals
2014024,SD420891-01,Level electrode classic DCJ,2000920140242,Gabals
2014025,K5649,Nospriegošanas atspere,2000920140259,Gabals
2014026,Philips14WG4,Halogēnspuldze Ecohalo 12V,2000920140266,Gabals
2014027,SD61070-802,Slide plate right hand,2000920140273,Gabals
2014028,9232731,"Gaismeklis IP65, 2x9W/T8/656 mm",2000920140280,Gabals
2014029,20058367,Led spuldze,2000920140297,Gabals
2014030,17302864,Ūdens filtra korpuss,2000920140303,Gabals
2014031,CFB-A24N/24v,Komplekts ūdens vārsts un konektors,2000920140310,Gabals
2014032,K20306,Atspere TR 50 Rollmatic,2000920140327,Gabals
2014033,2501823,Supplies,2000920140334,Gabals
2014034,2501815,Poly Max Crystal glue,2000920140341,Gabals
2014035,2501778,Ūdens spiediena reduktors Eloma T10-11,2000920140358,Gabals
2014036,2501789,SUPRANO welding rod 2.5x300,2000920140365,Gabals
2014037,2501821,KT LM82/P precutter,2000920140372,Gabals
2014038,2501820,KT LM82 double knife,2000920140389,Gabals
2014039,2500679,KT LM82/P sietiņš 13 mm (82013.0),2000920140396,Gabals
2014040,2501803,Motor Elco W26/A N 25-30/839,2000920140402,Gabals
2014041,2500206,Saisīnāta koniska staplika caurulei KLCP,2000920140419,Gabals
2014042,501056610,Līmlenta Tesa ultra izturīga 5mx19mm,2000920140426,Gabals
2014043,SM1P1800,"Motora aizsardzība SM1P 13-18A 25/12.5kA, ar pogām, Lovato",2000920140433,Gabals
2014044,015396,Spuldze Lumilux 18W/830 G13,2000920140440,Gabals
2014045,RS1060CGCT,Gaisa dzesētājs RS1060CGCT,2000920140457,Gabals
2014046,Z8052,Burgera forma HA2200 iekārtai,2000920140464,Gabals
2014047,98673,"Scraper 3, 6,9,12mm KUJ V",2000920140471,Piece
2014048,34496,Shaft for transv.-knives -att KUJ (/35h9),2000920140488,Piece
2014049,36424,Key A 5x5x40 KUJ,2000920140495,Piece
2014050,36360,Key A 7x7x40 KUJ,2000920140501,Piece
2014051,8640,Counter sunk screw M3x12,2000920140518,Piece
2014052,36344,Bushing 6205,2000920140525,Piece
2014053,36352,Rotary shaft seal 35x47x7,2000920140532,Piece
2014054,018945,"Checkout krēsls, pelēks -15",2000920140549,Gabals
2014055,3750483683,Savilcējs polimīda 368x4.8 dzeltens (100gab),2000920140556,Gabals
2014056,3750S361501,Savilcējs polimīda 150x3.6 sarkans (100gab.),2000920140563,Gabals
2014057,3750S48200,Savilcējs polimīda 200x4.8 melns (100gab.),2000920140570,Gabals
2014058,1107.04040,Holder wide + PCB/HV/10-prog,2000920140587,Gabals
2014059,03.02.1.0200,Membrane vacuum valve 90 mm,2000920140594,Gabals
2014060,SCAF0156AXM0600,Scotsman AF 156 S 230/50/1 R134a OX ledus ģenerātors,2000920140600,Gabals
2014061,PSB3108,Flat cook plate (PSB3108),2000920140617,Gabals
2014062,17320,Tefcold Shallow 250A-CF saldētava,2000920140624,Gabals
2014063,17325,Tefcold Shallow HEAD A-CF saldētava,2000920140631,Gabals
2014065,371184,"Solenoīda vārsts 2-ceļu 24VAC savienojums 3/4""",2000920140655,Gabals
2014066,502254,Mazgāšanas sviras augšējais gultnis d.18mm H65mm,2000920140662,Gabals
2014067,502255,Mazgāšanas sviras augšējais uzgrieznis d.62mm H21mm,2000920140679,Gabals
2014068,524630,Mazgāšanas un skalošanas rokas stiprinājums H38mm L518mm W184mm,2000920140686,Gabals
2014069,420173,Sildelements 9000W 400V,2000920140693,Gabals
2014070,702589,Plēve PPU=3 PC,2000920140709,Gabals
2014071,NEK6165GK,Kompresors NEK6165 GK,2000000162133,Gabals
2014072,922058000/RimiCV,Bizerba vadības termināls GT-7C,2000920140723,Gabals
2014073,924009000,Bizerba connect.Brain professional licence,2000920140730,Gabals
2014075,110RB2T2,"Solenoids 110 RB 2 T 2 (1/4"" ODF)",2000920140754,Gabals
2014076,924009000,Bizerba connect.Brain home licence,2000920140761,Gabals
2014077,922055000/35930,Bizerba GLPmaxx80 svēršanas marķēšanas stacija,2000920140778,Gabals
2014078,ULM483013,Palīgmateriāli,2000920140785,Gabals
2014079,NEK6181U,Kompresors NEK 6181 U,2000920140792,Gabals
2014080,5105360,Solenoīda vārsts 2-ceļu 180' d.8mm,2000920140808,Gabals
2014081,3242702,Ārējais rokturis 500TN,2000920140815,Gabals
2014082,3455468,Sildelements PTC 330W 230V,2000920140822,Gabals
2014083,3319845,Slēdzis zaļš Marquardt,2000920140839,Gabals
2014084,3449072,Ieplūdes šļūtenes līkums d.3/4' FF 2000mm,2000920140846,Gabals
2014085,5054080,Biopolar slēdzis 16A 250V oranžs (5054080),2000920140853,Gabals
2014086,30008914,PCB vadības plate UF,2000920140860,Gabals
2014087,499381,Motors 230V 50Hz (499381),2000920140877,Gabals
2014088,702615,Rokturis durvīm,2000920140884,Gabals
2014089,530989,Durvju slēdzene U-veida L 85mm,2000920140891,Gabals
2014090,560087,Skrūve M6 L 16mm SS WS (20gab.),2000920140907,Gabals
2014091,560113,Paplāksne 6.4x12mm DIN 125A (20gab.),2000920140914,Gabals
2014092,5122540,Durvju fiksators durvju aizbīdnim L40mm W12mm,2000920140921,Gabals
2014093,702616,Kronšteins durvju fiksatoram,2000920140938,Gabals
2014094,702482,Vāka fiksators,2000920140945,Gabals
2014095,ROT05,Horizontālais profils ROTTE,2000920140952,Gabals
2014096,ROT06,Vertikālā atbalsta kolonna ROTTE,2000920140969,Gabals
2014097,RMSrkts,"Roktura komplekts, veļas mašīna AEG",2000920140976,Gabals
2014098,RMSsuknis,Ūdens sūknis,2000920140983,Gabals
2014099,56200B,Robot Coupe J80 Buffet 230/50/1 sulu spiede,2000920140990,Gabals
2014100,9601730,Bīdāmās durvis Schott SDS2 RH,2000920141003,Gabals
2014101,LLV302150,Palīgmateriāli,2000920141010,Gabals
2014102,502141927,Dībeļi 10x50mm,2000920141027,Gabals
2014103,L3032022031706005257,Palīgmateriāli,2000920141034,Gabals
2014104,L3052022031801045208,Palīgmateriāli,2000920141041,Gabals
2014105,160433,"Mis.līknis ar sasrkr.DN 1/2""",2000920141058,Gabals
2014106,1295021,Bizerba GLP cenas marķēšanas licence,2000920141065,Gabals
2014108,501-625/0.5/2ZN,"Listprofils 501-625mm ZN 0.5, cinkots 2m*2gb.",2000920141089,Gabals
2014109,KR7047,"Krāsošana, RAL 7047 2gb*2m",2000920141096,Gabals
2014112,4010551,Handy NT rāmis 900*490,2000920141126,Gabals
2014113,4010554,Handy NT plauktu sistēma 3 stāvi 1500*510,2000920141133,Gabals
2014114,4010555,Handy NT plauktu sistēma 5 stāvi 2000*510,2000920141140,Gabals
2014115,32014,Tefcold IC400SC saldētava,2000000246321,Gabals
2014116,33642,Tefcold UR600S - CEE 7/7 ledusskapis,2000920141164,Gabals
2014117,16374,Tefcold UFSC370SD saldētava,2000920141171,Gabals
2014118,114273,Bartscher siltuma lampa IWL250D SW,2000920141188,Gabals
2014119,114356,Bartscher sildvirsma WP150 1/1,2000920141195,Gabals
2014120,6.959-130&KAR,"Papīra maisi, 5gab. MV3; WD3xxx",2000920141201,Gabals
2014121,500553053,Līme Super Fix 400g,2000920141218,Gabals
2014123,913051000,Bizerba ICP steaker Basic model,2000920141232,Gabals
2014124,191021,Bizerba VS12 D W Ee slaisers,2000920141249,Gabals
2014125,913034000,Bizerba GSP HD slaisers,2000920141256,Gabals
2014126,2501827,Vakuuma pumpis 128L/min,2000920141263,Gabals
2014127,2501546,Ventilatora ātruma regulators XGE-4CC-7 220V R404A,2000920141270,Gabals
2014128,DC0238,Mikroviļņu atdures plāksne,2000920141287,Gabals
2014130,2770060058386,Pārklājs 1.7x2m 70gr/m2,2000920141300,Gabals
2014131,8011932,CX3 Kontaktormod.3M 4p 63A (bez skaņas),2000920141317,Gabals
2014132,15821,Tefcold CEV425 2 LED ledusskapis,2000920141324,Gabals
2014133,14251,Iztvaicētājs RK505,2000920141331,Gabals
2014134,ADVLV220375,Ratu novietnes aplīmēšana T/C Sāga,2000920141348,Gabals
2014137,2501833,Spiedpogu vienpozīciju 16A 250V,2000920141379,Gabals
2014138,400,Linerless 58mm x 80m uzlīmes,2000920141386,Gabals
2014139,2500667,Uzlīmju uztinēja fiksējošā skava BS/SC,2000920141393,Gabals
2014140,913051000/Zamelsons,Bizerba ICP steaker Basic model,2000920141409,Gabals
2014141,10245de,X1 skrāpis 400 -258x50mm,2000920141416,Gabals
2014142,10856en,Ice slide Teflon 400/401 long 207x130x3 (10856en),2000920141423,Gabals
2014143,10304en,Ice-guide from HEC 200/400 gear side (10304en),2000920141430,Gabals
2014144,10305en,Ice-guide from HEC 200/400 cold side,2000920141447,Gabals
2014145,10316en,Flap 400 (10316en),2000920141454,Gabals
2014146,AE4430Z,Saldēšanas iekārtas kompresors AE 4430 Z,2000000251301,Gabals
2014147,1720611,Barošanas bloks 24V/1.5A DR-30-24 DIN,2000920141478,Gabals
2014148,500547,Drain pump without lid 230V 65W 50Hz Hanning type,2000920141485,Gabals
2014149,702772,Formed hose,2000920141492,Gabals
2014150,500590,Pump type 63/35 50/60Hz 120W 230V (500590),2000920141508,Gabals
2014151,359617,Infrared lamp 1000W 220V L365mm lens L 340mm,2000920141515,Gabals
2014152,710159,Motor bolt cup kit (x4),2000920141522,Gabals
2014153,532661,O-ring EPDM thickness 2.5mm ID d.10mm,2000920141539,Gabals
2014154,692838,Injection pipe for combi-steamer straight ED d.12mm ID d.8mm L180mm,2000920141546,Gabals
2014155,697494,Slicing disk type DF14 d.205mm seat d.19mm slicing thickness 14mm aluminium,2000920141553,Gabals
2014156,507029,Torsion spring mounting pos.right for door,2000920141560,Gabals
2014157,507030,Torsion spring mounting pos.left for door,2000920141577,Gabals
2014159,S0904050,Holding pin,2000920141591,Gabals
2014160,511489,Wash pipe mounting pos.lower d.39mm L233mm,2000920141607,Gabals
2014161,511705,Disc,2000920141614,Gabals
2014162,500279,Pump inlet d.28mm outlet d.26mm tupe UP60-357 220/240V 50Hz 1Ph 0.25kW,2000920141621,Gabals
2014163,490078,Hot plate dim.300x300mm 3000W with cast edge connec. 4 screw clamps square (490078),2000920141638,Gabals
2014164,S51-6520-06018,S51-6520-06018 savienojums,2000920141645,Gabals
2014165,S51-6520-08014,S51-6520-08014 met.sav. (cil.v) (85-0-1446),2000920141652,Gabals
2014166,S51-6520-06014,S51-6520-06014 met.sav. (cil.v),2000920141669,Gabals
2014167,0067948,SYL Waterproof start LED 1200 T38W 840 4800lm 100' IP65 gaismeklis,2000920141676,Gabals
2014168,6039499PDD603949,"Electrolux SPEEDELIGHT FLEX, RIBBED, RTP, 400V krāsns",2000920141683,Gabals
2014169,2501026,Maxima R278 (papildus darbi) saskaņā ar tāmi,2000920141690,Gabals
2014170,0S2292,Rapid Grease C41 attaukotājs 1L,2000920141706,Gabals
2014171,6004.2RSR,Gultnis 6004.2RSR FAG,2000920141713,Gabals
2014172,mm02231,AL detaļas S2.0 pretslīdes,2000920141720,Gabals
2014173,KRA947220,Palīgmateriāli,2000920141737,Gabals
2014175,922055000/GPU,Bizerba GLPMAXX80 marķēšanas stacija GPU,2000920141751,Gabals
2014176,SCMF0046AXN0600,Scotsman MF 46 AS230/50/1 ledus ģenerātors,2000920141768,Gabals
2014177,FR21022022,Thermoblock,2000920141775,Gabals
2014178,FR21022016,Valve 2/2 Milk system,2000920141782,Gabals
2014179,14565016,Ūdens šļūtene Straker 25mm,2000920141799,Meter
2014180,EJ.P1.010LEDNER,Bizzarri Jet dispenser 3.0 (EJ.P1.010LEDNER),2000920141805,Gabals
2014181,SCMF0057AXK0600,Scotsman MF 57 AS230/50/1 ledus ģenerātors,2000920141812,Gabals
2014182,SCSB39300000000,Scotsman SB 393 bins,2000920141829,Gabals
2014183,501980648,Kartridžs polipropilēna PS-10 10 1MKM,2000920141836,Gabals
2014184,501980596,Kartridžs polipropilēna PS-10 10 5MKM,2000920141843,Gabals
2014185,501603870,Šļūtene veļas mazg.maš. 150cm PP,2000920141850,Gabals
2014186,501980632,Kartridžs polipropilēna PP-10 10 5MKM,2000920141867,Gabals
2014187,5212975,Uzlīme Kromo 240x160 KP402E  Dihr,2000920141874,Gabals
2014188,87.00.497,"Tvaika ģenerātors SCC, 101/E SP",2000920141881,Gabals
2014189,137-11-086,Panasonic ALF1T12,2000920141898,Gabals
2014190,ISB-2425LV,MHS ISB-2425LV maizes griezējs,2000920141904,Gabals
2014191,201-250PURRR20/2.5,Listprofils 20-250mm PUR RR20 0.5mm 2.5*1gb,2000920141911,Gabals
2014192,125PURRR20/2.5,Listprofils 125mm PUR 0.5 RR20 2.5*4gb,2000920141928,Meter
2014193,NTL003,NT leņķu sagataves 50x50x5mm AISI304,2000920141935,Meter
2014195,16193,Tefcold NF5000G saldētava,2000000087207,Gabals
2014196,4010574,Handy NT nosūce 1150*1090*450,2000920141966,Gabals
2014197,4010575,Handy NT nosūce 1500*880*450,2000920141973,Gabals
2014198,4010576,SS Part 120*80*1200,2000920141980,Gabals
2014199,4010577,SS Part 120*70*720,2000920141997,Gabals
2014200,4010578,SS Part 20*20*830,2000920142000,Gabals
2014201,4010579,SS Part wall divide 830*650,2000920142017,Gabals
2014202,4010580,SS Part shelf,2000920142024,Gabals
2014203,IND40,Transports,2000920142031,Gabals
2014204,GS90MH10MA,GESAME MH100 maltās gaļas formēšanas iekārta,2000920142048,Gabals
2014205,2501800,Metos termostats 50-300C,2000920142055,Gabals
2014206,2500986,#Kompresors NT 6226 GK,2000920142062,Piece
2014207,2501799,Bolarus blīvgumija ledusskapim 653x1546mm,2000920142079,Gabals
2014208,2501807,"Sildelements 230V, 600W, L-1100mm",2000920142086,Gabals
2014209,2501816,MK-V1 montāžas kārbas vāks,2000920142093,Gabals
2014210,2501817,Palīgmateriāli,2000920142109,Gabals
2014211,2501838,TL-D Super 80 fluorecenses spuldze 36W/840,2000920142116,Gabals
2014212,2501877,Palīgmateriāli,2000920142123,Gabals
2014213,2501825,Palīgmateriāli,2000920142130,Gabals
2014214,11590022,Handy uzlīme ECO 60*100/core40  rullī 550gab,2000000186726,Gabals
2014215,2444SJX0002,"Plēve SKINPAK T3 0.100x320mm, 1 rullis x650m",2000920142154,Gabals
2014216,C25104,Transports Rimi Valdemāra 21,2000920142161,Gabals
2014217,LLV304284,Palīgmateriāli,2000920142178,Gabals
2014218,9998037,BETA pel. Slēdzis v/a IP44 D.3610W,2000920142185,Gabals
2014219,1851126,El.bal. ECO ELXc258.248 VS183132,2000920142192,Gabals
2014220,3020796,ABL Perilex rozete z/a 5p 16A 2421110,2000920142208,Gabals
2014221,3020795,ABL Perilex spraudnis 5p 16A G-veida,2000920142215,Gabals
2014222,C25092,Transports Cicrle DUS Mīlgrāvis,2000920142222,Gabals
2014223,BER524575,Palīgmateriāli,2000920142239,Gabals
2014224,2501868,Svaru printera vāks SC/BS 100/200,2000920142246,Gabals
2014225,2501897,#BC II klaviatūra gumijotā,2000920142253,Gabals
2014226,A120406,Bartscher Hot-dog iekārta,2000000207049,Gabals
2014227,922055000,Bizerba GLPMAXX80 marķēšanas stacija RGK,2000920142277,Gabals
2014228,8016149,CTX3 Minikontaktors 16A 7.5KW 230V,2000920142284,Gabals
2014229,8002019,LS MINI papildkontakts AU4M 3N0+NC GMC9-16,2000920142291,Gabals
2014230,8016151,CTX3. Mini kontakt. Spole 24VAC,2000920142307,Gabals
2014231,OLM390968,Palīgmateriāli,2000920142314,Gabals
2014232,2501181,Nicrini sensors,2000920142321,Gabals
2014233,2501453,#KE-280 nažu asinātāja lenta,2000920142338,Gabals
2014234,2501886,Palīgmateriāli,2000920142345,Gabals
2014235,2501881,#Garbin sonda camera PT100,2000920142352,Gabals
2014236,2501826,Iepirkumu ratiņu aizmugurējais ritenis ar gumijas pārkl.,2000920142369,Gabals
2014237,2501886,Palīgmateriāli,2000920142376,Gabals
2014238,2501872,Arneg rez.daļu kmpl. aukstuma kamerai,2000920142383,Gabals
2014239,2500857,Bipolārs slēdzis zaļš 16A 250V,2000920142390,Gabals
2014240,2500958,Vadības bloks Idplus 961,2000920142406,Gabals
2014241,2501836,Āderuzgalis 1.5/8 melns,2000920142413,Gabals
2014242,2501837,Kontaktors Ex9CH25 40 220/230V/4NO/25A,2000920142420,Gabals
2014243,2500183,Sildelements 150W 220V,2000920142437,Gabals
2014244,2501869,Amortizatora komplekts kreisās durvis SDS2,2000920142444,Gabals
2014245,2501870,Amortizatora komplekts labās durvis SDS2,2000920142451,Gabals
2014246,2501059,Iztvaikotāja maiņa,2000920142468,Gabals
2014247,2501871,Iztvaikotājs Vega 3750,2000920142475,Gabals
2014248,191001,Bizerba VS12D DEU slaisers,2000000017884,Gabals
2014249,922071000,Bizerba GLM-Emaxx50 1B automātiskā svēršanas-marķēšanas iekārta,2000920142499,Gabals
2014250,02444,Araven iepirkuma ratiņi 100L STDW NLOC sarkani,2000000243436,Gabals
2014251,P-12744,Bremžu gredzens 28,2000920142512,Gabals
2014252,200RB6T4,Solenoids 200 RB 6 T 4 801183,2000920142529,Gabals
2014253,MOBR037S,Eļļa Mobil Rarus 427,2000920142536,Gabals
2014254,SD5658-00.80.0000,Bracket for gas strunt,2000920142543,Piece
2014255,2500366,Roofband 7.5cmx3m Alu,2000920142550,Piece
2014256,OLS733703,Palīgmateriāli,2000920142567,Piece
2014257,500303,Kondensators 4.5mF 40935 VS,2000920142574,Piece
2014258,96177500,T8 36W 840 G13 PI spuldze,2000920142581,Gabals
2014259,L3012022041201054249,Palīgmateriāli,2000920142598,Gabals
2014260,OLM391314,Palīgmateriāli,2000920142604,Gabals
2014261,OLM391265,Palīgmateriāli,2000920142611,Gabals
2014262,C25143,Transports FI,2000920142628,Gabals
2014263,6203.ZZ.ISK,Gultnis 6203.ZZ.ISK,2000920142635,Gabals
2014264,30.22.7.005.0010,"Relejs 44.52, 44.62 sērijas",2000920142642,Gabals
2014265,RCH1-2.4/1.2-BL,Termocaurule Heat Shrink Tube Heat-resistant 2.4/1.mm melna,2000920142659,Gabals
2014266,SPKT0031C0,"0-30 bar; 4-20 mA, F",2000920142666,Gabals
2014267,SCZ000238,Filtra sietiņš DN150 R15470 821 FS45,2000920142673,Gabals
2014268,SCZ000234,Filtra sietiņš DN100 R15469 821 FS45,2000920142680,Gabals
2014269,SCZ0001181,Vāka blīve 135/120*1 spetograf GUS 20,2000920142697,Gabals
2014270,SCZ0001191,Vāka blīve 195/175*1 spetograf GUS 20,2000920142703,Gabals
2014271,0893270025030,Augsts stipr skr līme dos 25g,2000920142710,Gabals
2014272,0893090030,Momentlīme-ciānakrl 50g,2000920142727,Gabals
2014273,RCH52.0/0.7,Mawi RCH5 2.0/0.7,2000920142734,Gabals
2014274,9090888,Bizerba GT-12C termināls (lietots),2000920142741,Gabals
2014275,0894909010990,"Divp.armēta lī,.50'C caurspīdīga",2000920142758,Gabals
2014276,2204976,Palīgmateriāli,2000920142765,Gabals
2014277,64514112,Palīgmateriāli,2000920142772,Gabals
2014278,2022/049,Staba 80x80 skrotēšana/krāsošana RAL9006,2000920142789,Gabals
2014279,2022/049/1,Metāla plaukta restaurēšana RAL9005,2000920142796,Gabals
2014280,500829349,Spuldze halog.Kanlux Star 120W J78W (500829349),2000920142802,Gabals
2014282,OLS733941,Palīgmateriāli,2000920142826,Gabals
2014283,05-50505,"Neumarker kartupeļu frī griezējs, manuāls",2000000208169,Gabals
2014284,15303502W,Sirman Mirra 300 Y09 CE 230/50/1 slaisers,2000920142840,Gabals
2014285,21122412F,Sirman TC 12 E CE 230/50/1 gaļas mašīna (21122412F),2000920142857,Gabals
2014286,4012994,Handy NT paliktnis Eloma EB30XL 760x610x1000,2000920142864,Gabals
2014287,4013015,Handy NT galda virsma 1245x700,2000920142871,Gabals
2014288,4013035,Handy NT galda virsma 730x630x60,2000920142888,Gabals
2014289,4020000000085,Bizerba uzlīmes Linerless thermo-top 58/10/80 1rullis= 0.460kg (4020000000085),2000920142895,Gabals
2014290,F504E1E,Schlosser F 50 4E1E white elektrikā plīts ar čugunu virsmu 50cm,2000920142901,Gabals
2014291,2500129,Temperatūras devējs LAE-NTC 2K 2500mm,2000920142918,Gabals
2014292,2500385,Kronšteins,2000920142925,Gabals
2014293,2501134,Ventilators YWF4E-450S 220V,2000920142932,Gabals
2014294,2500765,Solenoida vārsts 1068/3A6 10mm,2000920142949,Gabals
2014295,2501105,Skābeklis,2000920142956,Gabals
2014296,4007906,Ritenīts D100 bez bremzes,2000920142963,Gabals
2014297,4007907,Ritenīts D100 ar bremzi,2000920142970,Gabals
2014298,773001,"Virtuves cimdi/pāris 30cm, karstumizturīgi 300'C",2000920142987,Gabals
2014300,L3032022042006016626,Palīgmateriāli,2000920143007,Gabals
2014301,L3032022042209001719,Circle K montāžas komplekts,2000920143014,Gabals
2014302,FSST00002,"Miesnieka vanna 150L, 1050x660x850",2000920143021,Gabals
2014303,NP6-5Ah,Akumalators 6V 5Ah T1(F1) Pb AGM NPP,2000920143038,Gabals
2014304,LEM235685,Palīgmateriāli,2000920143045,Gabals
2014306,2014306,Komutators,2000920143069,Gabals
2014307,2014307,Sildvirsma d.220mm 2000W 230V,2000920143076,Gabals
2014308,1001507,"Futorka mis.3/8""Fx1/2""M",2000920143083,Gabals
2014309,L3112022042104068411,Palīgmateriāli,2000920143090,Gabals
2014315,060-1056,Turētājs - KP,2000920143151,Piece
2014317,AFAB0607F,"Ātrais savienojums taisns Tube OD, vītne BSP 3/8""x 1/2""",2000920143175,Piece
2014318,1603101,"Mis.futorka 1/2""x 3/8""",2000920143182,Piece
2014325,OLM392357,Palīgmateriāli,2000920143250,Gabals
2014326,TA551NP,"Guillin TA551NP ēdienu trauks ar vāku, deliveripack 550ml CC+COV PP",3342690160891,Kaste
2014327,2500790,#Slēdzis ar sarkanu lampu 230V 1-Pol FKI,2000920143274,Gabals
2014328,2500064,Spaile keram. ZPA2-2.5,2000920143281,Gabals
2014329,2500827,Kabelis 3*2.5mm,2000920143298,Meter
2014330,08.01.19,"Termometrs elektroniskais, kalibrēšana",2000920143304,Gabals
2014331,4013027,Handy NT galds ar durvīm un dubulto plauktu 1600*650*900,2000920143311,Gabals
2014332,4013029,Handy NT galds ar durvīm un 2 plauktiem 1400*650*900,2000920143328,Gabals
2014333,4013030,Handy NT galds ar 2 izlietnēm 1300*700*850,2000920143335,Gabals
2014334,4013031,Handy NT izlietne 700*700*850,2000920143342,Gabals
2014337,15354C0G02O,Sirman Palladio 350 slaisers 230/50/1,2000000289410,Gabals
2014341,L3032022050205013313,Magnētu kompl. mēbelēm,2000920143410,Gabals
2014342,2022/194,Krāvēju pakalpojumi,2000920143427,Gabals
2014343,2501059,Vitrīnu noņemšana pēc tāmes,2000920143434,Gabals
2014344,502043894,Pistole smidzināšanas Stanley,2000920143441,Gabals
2014345,502229161,Gumijas blīve šļūtenei 1 1/2in,2000920143458,Gabals
2014346,L30220220504005058377,Palīgmateriāli,2000920143465,Gabals
2014347,KRA954239,Šļūtene AGRIGARDEN,2000920143472,Gabals
2014348,2818.21.03.370,Soehnle Professional svaru platforma,2000920143489,Gabals
2014349,CK049272,Montāžas materiāli Follet pieslēgšanai,2000920143496,Gabals
2014350,KTL/FT-804,Handy aukstais galds KTL/FT-804,2000920143502,Gabals
2014351,105676424,Termopāris,2000920143519,Gabals
2014352,2501892,Higel X1 skrāpis 400-258x50mm,2000920143526,Gabals
2014353,2501894,Higel ledus ceļvedis HEC200/400 zobrata puse,2000920143533,Gabals
2014354,2501895,Higel ledus ceļvedis HEC200/400 aukstā puse,2000920143540,Gabals
2014355,2501896,Higel atloks 400,2000920143557,Gabals
2014356,2501893,Higel ledus slidkalniņš teflona 400/401 long,2000920143564,Gabals
2014357,2501901,Metos skalošanas sūknis DPS35 SCC61-102,2000920143571,Gabals
2014358,2501942,Drenāžas sūknis UP-30-890,2000920143588,Gabals
2014359,2501912,Lampas ligzda ar lampu G9 40W 230V,2000920143595,Gabals
2014360,2501054,Tehnoloģisko iekārtu apkope GAB.,2000920143601,Gabals
2014361,2502003,Barošanas bloks Carel MPXPRO remonts,2000920143618,Gabals
2014362,2500425,Devējs PTC,2000920143625,Gabals
2014363,2500352,Bloks Carel IR32Z30000,2000920143632,Gabals
2014364,2501059,Piemaksa par darbu ar dzesēšanas sistēmu,2000920143649,Gabals
2014365,L3022022050604064078,Palīgmateriāli,2000920143656,Gabals
2014366,31114252,T5 21W 830 HE RA spuldze,2000920143663,Gabals
2014367,L3022022050405059756,Palīgmateriāli,2000920143670,Gabals
2014368,ULM486234,Palīgmateriāli,2000920143687,Gabals
2014369,C31SM-T1002F,Snaige ledusskapis bez saldētavas,2000920143694,Gabals
2014370,LP14/0.089,Plakans kabelis AWG28-14 14 dzīslu x 0.089mm2,2000920143700,Meter
2014371,ID/CX-F-14,Ligzda IDC+14 kabelim Rohs,2000920143717,Gabals
2014372,4013747,Handy NT plaukts Rimi Zoom,2000920143724,Gabals
2014373,4013420,Handy NT galds ar 2 plauktiem 720x600x900,2000920143731,Gabals
2014374,DTE11207,Sildelements 0.7kW (KET-0.09),2000000313122,Gabals
2014375,DTE13009,Sildelements 0.9kW (KET-0.09),2000920143755,Gabals
2014376,115491,Rūdīts stikls 1495x280x6mm,2000920143762,Gabals
2014377,90110021,Palīgmateriāli,2000920143779,Gabals
2014378,DG1210,Bastra DG 1210 gaisa kondicionēšanas iekārta ar reģistratoru,2000920143786,Gabals
2014379,L3022022050204062727,Palīgmateriāli,2000920143793,Gabals
2014380,502387113,Silikons Penosil Firestop 310ml melns,2000920143809,Gabals
2014381,501714395,Rokturis durvju SY15-300 300mm NT,2000920143816,Gabals
2014383,1013839S,Santehnikas palīgmateriāli,2000920143830,Gabals
2014384,1013839E,Elektrības palīgmateriāli,2000920143847,Gabals
2014385,1013839P,Palīgmateriāli,2000920143854,Gabals
2014386,ART2022/059,Metāla plauktu restaurēšana RAL9005,2000920143861,Gabals
2014387,GA-VD,AF-Gasket set (WCS7115-1E),2000920143878,Gabals
2014388,OR-VD,O-Ring set (Buna N),2000920143885,Gabals
2014389,LW-SET,Lock washer set,2000920143892,Gabals
2014390,27,Main sleeve bearing,2000920143908,Gabals
2014391,28,Side sleeve bearing,2000920143915,Gabals
2014392,30/33,Balance piston & sleeve,2000920143922,Gabals
2014393,38,Thrust bearing,2000920143939,Gabals
2014394,50,Oil seal,2000920143946,Gabals
2014395,83,"Spring, teflon V-ring",2000920143953,Gabals
2014396,100-BLWE,Shaft seal assy,2000920143960,Gabals
2014397,46,Conical spring washer M12,2000920143977,Gabals
2014398,66,Teflon cap seal (BE125),2000920143984,Gabals
2014399,78,Ball bearing #6000,2000920143991,Gabals
2014400,79,Stop ring (AXIS) S10,2000920144004,Gabals
2014401,82,Teflon V-Ring VH10,2000920144011,Gabals
2014402,237,Torsional slip washer 200S/L,2000920144028,Gabals
2014403,528,Sleeve for oil seal with buna O-ring,2000920144035,Gabals
2014404,522,SS oil filter element 44nm,2000920144042,Gabals
2014405,107506,Gasket reverse flange,2000920144059,Gabals
2014406,DRE622800,Palīgmateriāli,2000920144066,Gabals
2014407,HD500/40*300*600,Dēlītis no plastmasas PE500 naturāla materiāla 40x300x600mm,2000920144073,Gabals
2014408,HD500/35*300*600,Dēlītis no plastmasas PE500 naturāla materiāla 35x300x600mm,2000920144080,Gabals
